15;15;19;7;21;15;17;6;5;6;25;9;15;13;9;0;6;0;26;18;6;1;2;26;9;14;14;4;6;16;6;18;8;21;10;15;5;14;22;11;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;1;9;17;17;12;0;12;1;26;4;7;16;22;6;25;0;10;10;2;5;26;8;23;7;19;22;12;24;10;7;24;2;24;7;20;3;8;20;16;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;19;9;5;24;4;1;23;14;11;25;20;26;23;5;22;15;0;1;23;1;11;19;25;13;17;5;6;20;2;15;25;11;7;23;6;5;17;7;17;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;7;4;13;6;0;8;1;4;9;14;5;20;6;4;22;23;25;0;2;6;1;17;4;1;14;17;7;8;7;3;25;0;10;2;3;5;19;11;23;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;20;10;2;2;16;22;24;13;20;15;19;10;22;12;1;25;18;24;0;6;25;1;20;26;0;11;2;6;3;13;2;16;22;12;18;24;1;2;21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;22;26;11;22;21;13;23;19;4;20;14;3;10;7;18;11;7;9;17;0;11;11;8;0;6;9;7;19;10;9;2;3;20;1;3;15;22;16;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;21;10;17;13;20;13;4;20;21;2;26;21;13;7;21;19;16;17;0;16;0;26;2;8;8;4;11;13;15;1;13;8;11;12;25;24;22;1;17;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;22;19;15;16;5;11;26;13;17;16;2;22;4;4;3;12;24;3;14;13;4;0;1;21;4;2;8;17;24;9;7;13;20;15;17;25;9;17;24;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;23;2;13;18;22;7;10;8;4;14;22;17;7;12;0;12;4;25;2;1;7;26;0;3;17;3;9;15;2;0;2;13;23;20;16;4;16;23;14;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;0;1;8;7;25;10;7;10;14;5;1;4;2;16;8;8;20;17;12;22;6;14;24;0;19;8;13;23;13;9;26;26;10;17;23;17;15;6;13;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;9;8;15;14;26;5;11;7;14;1;19;25;24;23;22;16;20;9;1;6;7;16;5;17;0;6;1;23;21;24;10;8;22;7;13;9;6;7;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;21;0;10;8;24;6;3;2;15;1;3;21;9;8;15;15;15;17;1;25;3;11;23;25;18;0;25;8;13;5;6;15;26;6;25;23;3;21;26;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;9;17;24;20;15;22;8;3;10;25;20;24;1;4;9;0;11;7;24;13;12;3;1;0;26;16;0;23;18;10;23;13;8;2;26;1;17;21;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;4;24;3;18;15;23;0;4;24;8;17;10;20;9;1;21;8;6;6;0;5;18;13;13;20;12;4;0;26;7;3;9;0;0;1;7;4;13;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;10;5;25;10;25;8;0;8;5;6;15;5;11;6;7;13;16;20;17;15;16;20;13;5;10;3;2;3;0;17;10;12;16;4;26;15;2;7;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;2;10;4;7;21;26;15;24;4;24;14;20;2;24;22;23;23;26;25;26;5;24;0;10;1;0;26;20;23;0;3;9;25;3;13;22;24;1;26;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;6;12;14;15;14;11;10;26;23;25;25;11;3;11;12;14;13;12;2;6;24;21;15;23;24;17;7;11;7;6;0;21;13;18;8;1;21;8;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;20;26;7;5;3;19;17;6;5;18;24;0;15;7;4;0;5;10;7;5;17;2;15;20;20;24;21;3;21;11;24;0;15;11;4;20;14;12;26;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;17;17;22;6;21;2;10;11;23;20;18;1;0;10;17;20;3;3;3;7;13;15;20;1;26;13;10;2;26;25;0;5;0;4;22;12;26;24;11;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;10;21;17;11;21;0;17;3;20;9;6;16;23;21;9;13;9;22;24;11;10;11;0;16;16;22;17;15;9;1;14;19;11;0;20;19;5;10;26;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;3;8;4;19;4;14;17;18;24;1;4;24;12;15;25;17;20;9;7;24;18;8;11;26;20;21;19;14;4;18;12;7;26;5;0;15;20;8;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;5;22;20;19;23;24;6;13;18;15;20;15;7;18;16;6;0;10;14;14;14;5;15;10;21;9;14;14;18;8;3;12;3;23;20;0;16;20;26;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;11;15;23;0;11;14;5;6;14;15;21;17;2;15;22;1;9;20;15;12;11;23;4;13;15;0;6;4;21;6;23;21;10;19;21;21;0;22;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;25;3;10;4;21;26;15;22;24;9;10;26;20;22;3;6;11;4;2;4;25;8;0;8;18;8;19;1;19;18;17;6;11;1;11;5;0;0;26;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;24;24;0;12;18;23;16;13;7;20;4;0;7;1;1;15;19;25;7;9;18;15;0;13;15;1;24;20;17;13;21;3;26;22;16;6;7;5;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;14;14;13;3;10;15;4;25;23;19;22;6;26;26;22;12;14;23;26;7;2;1;18;5;0;2;21;7;9;15;16;12;2;2;15;12;17;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;10;9;0;12;4;11;0;3;12;7;11;10;7;10;12;3;1;8
42;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;13;10;5;9;10;7;1;4;5;3;11;2;11;4;0;9;6;11
43;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;7;1;5;1;6;1;11;9;1;5;12;0;0;3;10;10;9
44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;12;12;0;12;10;0;9;12;0;4;3;9;9;10;0;8;1;1;1
45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;10;2;0;2;7;2;2;8;10;12;3;5;10;1;3;4;13;12
46;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13;0;4;6;0;8;12;6;0;0;7;1;13;4;10;1;6;3;1
47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;11;12;4;13;3;0;12;12;5;3;12;3;2;9;2;4;2;10;2
48;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;0;0;10;13;4;0;6;0;8;7;2;2;2;12;4;13;1;2
49;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;3;10;8;5;3;10;0;9;5;4;12;12;0;10;10;10;10;12
50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;6;5;10;6;8;8;10;0;7;8;10;5;0;0;13;6;5;3
51;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;6;6;9;2;5;5;12;13;0;1;10;0;10;0;5;6;6;11
52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;5;7;11;8;5;11;6;12;0;0;7;12;13;11;5;6;0;8
53;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;7;11;7;5;7;7;9;12;12;6;0;11;12;9;2;9;2;7
54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;5;5;11;4;2;8;7;9;6;13;5;0;3;6;2;10;10;8
55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;6;13;9;1;10;3;3;3;3;10;8;9;0;0;11;4;4;11
56;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;9;4;3;8;9;6;12;10;0;8;4;1;11;8;0;13;5;7;9
57;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;10;9;2;2;2;2;13;6;4;9;2;11;13;5;0;5;7;9
58;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;9;8;5;9;4;11;6;9;2;13;1;10;9;8;12;0;12;10
59;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;9;0;3;4;0;1;2;4;4;9;13;4;10;7;13;13;0;0;3
60;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;12;10;5;11;4;0;3;2;10;11;1;6;11;3;8;9;2;0
